Category,Item,Price Per Unit,Quantity,Total Spent,Payment Method,Location,Transaction Date,Discount Applied,Year,Month,Day,Weekday
1,33,24.5,9,220.5,1,1,2022-04-24,0,2022,4,24,6
3,179,14.0,4,56.0,2,1,2022-04-24,0,2022,4,24,6
4,36,24.5,6,147.0,2,0,2022-04-24,0,2022,4,24,6
0,152,9.5,3,28.5,0,0,2022-04-24,1,2022,4,24,6
7,159,9.5,2,19.0,0,1,2022-04-24,0,2022,4,24,6
6,174,12.5,6,75.0,0,0,2022-04-24,0,2022,4,24,6
4,148,8.0,1,8.0,0,0,2022-04-24,1,2022,4,24,6
5,37,24.5,9,220.5,2,1,2022-04-24,0,2022,4,24,6
3,3,18.5,1,18.5,2,1,2022-04-24,0,2022,4,24,6
7,200,24.5,5,122.5,0,0,2022-04-24,0,2022,4,24,6
6,182,14.0,1,14.0,0,0,2022-04-24,1,2022,4,24,6
1,169,12.5,2,25.0,2,0,2022-04-25,0,2022,4,25,0
2,90,33.5,7,234.5,1,1,2022-04-25,0,2022,4,25,0
7,119,38.0,4,152.0,1,1,2022-04-25,1,2022,4,25,0
1,89,33.5,5,167.5,0,0,2022-04-25,1,2022,4,25,0
2,66,30.5,2,61.0,1,1,2022-04-25,0,2022,4,25,0
6,86,5.0,9,45.0,0,0,2022-04-25,1,2022,4,25,0
7,119,38.0,3,114.0,2,1,2022-04-25,0,2022,4,25,0
7,15,20.0,1,20.0,0,0,2022-04-25,0,2022,4,25,0
0,112,38.0,6,228.0,2,0,2022-04-25,1,2022,4,25,0
2,50,27.5,4,110.0,1,0,2022-04-25,1,2022,4,25,0
3,107,36.5,7,255.5,2,0,2022-04-25,1,2022,4,25,0
6,182,14.0,8,112.0,1,1,2022-04-26,0,2022,4,26,1
7,47,26.0,8,208.0,1,1,2022-04-26,0,2022,4,26,1
6,118,38.0,7,266.0,1,1,2022-04-26,0,2022,4,26,1
7,191,15.5,6,93.0,2,1,2022-04-26,1,2022,4,26,1
6,118,38.0,10,380.0,1,1,2022-04-26,0,2022,4,26,1
4,12,20.0,10,200.0,2,1,2022-04-26,0,2022,4,26,1
1,65,30.5,5,152.5,0,1,2022-04-26,0,2022,4,26,1
6,118,38.0,7,266.0,2,0,2022-04-27,0,2022,4,27,2
0,128,41.0,1,41.0,2,1,2022-04-27,0,2022,4,27,2
7,95,33.5,10,335.0,1,1,2022-04-27,0,2022,4,27,2
2,106,36.5,1,36.5,0,0,2022-04-27,0,2022,4,27,2
1,145,8.0,6,48.0,1,1,2022-04-27,0,2022,4,27,2
7,23,21.5,5,107.5,2,1,2022-04-27,1,2022,4,27,2
1,161,11.0,5,55.0,0,1,2022-04-27,1,2022,4,27,2
3,131,41.0,9,369.0,2,0,2022-04-27,1,2022,4,27,2
7,7,18.5,5,92.5,0,0,2022-04-27,1,2022,4,27,2
3,11,20.0,3,60.0,1,1,2022-04-27,0,2022,4,27,2
7,95,33.5,7,234.5,2,0,2022-04-27,0,2022,4,27,2
7,55,27.5,10,275.0,1,1,2022-04-27,0,2022,4,27,2
7,47,26.0,5,130.0,2,1,2022-04-28,0,2022,4,28,3
7,23,21.5,2,43.0,2,0,2022-04-28,0,2022,4,28,3
6,86,5.0,6,30.0,0,0,2022-04-28,0,2022,4,28,3
5,165,11.0,7,77.0,0,1,2022-04-28,1,2022,4,28,3
2,130,41.0,5,205.0,2,0,2022-04-28,1,2022,4,28,3
3,59,29.0,1,29.0,0,1,2022-04-28,1,2022,4,28,3
1,177,14.0,9,126.0,2,0,2022-04-28,0,2022,4,28,3
5,141,6.5,1,6.5,0,0,2022-04-28,1,2022,4,28,3
0,128,41.0,3,123.0,0,1,2022-04-28,0,2022,4,28,3
7,95,33.5,9,301.5,1,1,2022-04-28,0,2022,4,28,3
3,67,30.5,4,122.0,2,0,2022-04-29,0,2022,4,29,4
5,37,24.5,2,49.0,2,0,2022-04-29,0,2022,4,29,4
3,171,12.5,8,100.0,2,1,2022-04-29,0,2022,4,29,4
5,189,15.5,10,155.0,1,0,2022-04-29,1,2022,4,29,4
4,100,35.0,5,175.0,1,1,2022-04-29,1,2022,4,29,4
5,37,24.5,2,49.0,2,0,2022-04-29,0,2022,4,29,4
4,108,36.5,4,146.0,1,0,2022-04-29,1,2022,4,29,4
7,111,36.5,6,219.0,2,0,2022-04-29,0,2022,4,29,4
6,110,36.5,9,328.5,0,0,2022-04-29,1,2022,4,29,4
2,34,24.5,6,147.0,2,0,2022-04-29,0,2022,4,29,4
5,141,6.5,10,65.0,2,0,2022-04-30,1,2022,4,30,5
2,34,24.5,8,196.0,1,0,2022-04-30,0,2022,4,30,5
4,156,9.5,6,57.0,2,0,2022-04-30,0,2022,4,30,5
2,18,21.5,3,64.5,0,0,2022-04-30,1,2022,4,30,5
7,55,27.5,7,192.5,0,1,2022-04-30,1,2022,4,30,5
1,25,23.0,9,207.0,0,1,2022-04-30,1,2022,4,30,5
0,88,33.5,5,167.5,1,0,2022-04-30,0,2022,4,30,5
7,23,21.5,8,172.0,1,1,2022-04-30,1,2022,4,30,5
3,179,14.0,5,70.0,1,1,2022-04-30,1,2022,4,30,5
0,104,36.5,6,219.0,2,1,2022-04-30,0,2022,4,30,5
3,187,15.5,7,108.5,0,0,2022-04-30,0,2022,4,30,5
3,99,35.0,7,245.0,2,0,2022-04-30,1,2022,4,30,5
2,98,35.0,5,175.0,0,0,2022-04-30,0,2022,4,30,5
3,187,15.5,5,77.5,2,0,2022-04-30,0,2022,4,30,5
5,5,18.5,3,55.5,2,0,2022-04-30,1,2022,4,30,5
5,189,15.5,2,31.0,2,0,2022-05-01,0,2022,5,1,6
3,83,5.0,5,25.0,2,1,2022-05-01,0,2022,5,1,6
7,183,14.0,3,42.0,2,1,2022-05-01,1,2022,5,1,6
3,27,23.0,7,161.0,2,0,2022-05-01,0,2022,5,1,6
2,162,11.0,8,88.0,1,1,2022-05-01,0,2022,5,1,6
3,131,41.0,4,164.0,0,0,2022-05-01,0,2022,5,1,6
6,54,27.5,7,192.5,0,0,2022-05-01,0,2022,5,1,6
1,185,15.5,9,139.5,1,1,2022-05-01,0,2022,5,1,6
2,138,6.5,3,19.5,1,0,2022-05-01,1,2022,5,1,6
2,106,36.5,2,73.0,1,0,2022-05-01,0,2022,5,1,6
5,93,33.5,6,201.0,1,0,2022-05-01,0,2022,5,1,6
4,108,36.5,7,255.5,0,1,2022-05-01,0,2022,5,1,6
0,16,21.5,10,215.0,0,0,2022-05-01,1,2022,5,1,6
3,27,23.0,3,69.0,0,0,2022-05-02,0,2022,5,2,0
2,34,24.5,4,98.0,0,0,2022-05-02,0,2022,5,2,0
0,136,6.5,10,65.0,1,1,2022-05-02,0,2022,5,2,0
1,49,27.5,6,165.0,2,0,2022-05-02,1,2022,5,2,0
7,151,8.0,9,72.0,0,1,2022-05-02,0,2022,5,2,0
7,111,36.5,4,146.0,1,1,2022-05-02,1,2022,5,2,0
2,114,38.0,3,114.0,0,0,2022-05-02,0,2022,5,2,0
7,55,27.5,10,275.0,2,1,2022-05-02,1,2022,5,2,0
3,155,9.5,7,66.5,0,0,2022-05-03,1,2022,5,3,1
2,178,14.0,3,42.0,1,1,2022-05-03,1,2022,5,3,1
1,17,21.5,3,64.5,0,0,2022-05-03,0,2022,5,3,1
1,177,14.0,3,42.0,1,0,2022-05-03,0,2022,5,3,1
7,119,38.0,5,190.0,2,1,2022-05-03,0,2022,5,3,1
3,11,20.0,10,200.0,1,1,2022-05-03,0,2022,5,3,1
4,12,20.0,2,40.0,2,1,2022-05-03,0,2022,5,3,1
0,8,20.0,2,40.0,1,1,2022-05-03,0,2022,5,3,1
5,45,26.0,2,52.0,1,0,2022-05-03,1,2022,5,3,1
1,89,33.5,2,67.0,0,0,2022-05-03,1,2022,5,3,1
3,11,20.0,7,140.0,2,0,2022-05-03,1,2022,5,3,1
4,28,23.0,2,46.0,0,0,2022-05-03,0,2022,5,3,1
3,163,11.0,10,110.0,2,0,2022-05-03,0,2022,5,3,1
0,176,14.0,3,42.0,2,1,2022-05-03,0,2022,5,3,1
7,199,17.0,3,51.0,1,1,2022-05-03,0,2022,5,3,1
5,61,29.0,8,232.0,0,0,2022-05-03,1,2022,5,3,1
3,171,12.5,9,112.5,2,1,2022-05-03,1,2022,5,3,1
2,42,26.0,10,260.0,0,0,2022-05-04,0,2022,5,4,2
5,133,41.0,2,82.0,0,0,2022-05-04,0,2022,5,4,2
5,85,5.0,5,25.0,1,1,2022-05-04,0,2022,5,4,2
5,165,11.0,9,99.0,0,0,2022-05-04,0,2022,5,4,2
5,13,20.0,6,120.0,2,0,2022-05-04,1,2022,5,4,2
0,72,32.0,7,224.0,1,1,2022-05-04,1,2022,5,4,2
0,128,41.0,2,82.0,0,1,2022-05-04,0,2022,5,4,2
3,19,21.5,1,21.5,0,1,2022-05-04,1,2022,5,4,2
3,131,41.0,8,328.0,0,1,2022-05-04,0,2022,5,4,2
1,161,11.0,2,22.0,0,0,2022-05-04,0,2022,5,4,2
2,162,11.0,2,22.0,2,1,2022-05-04,0,2022,5,4,2
5,173,12.5,1,12.5,0,1,2022-05-04,0,2022,5,4,2
1,49,27.5,5,137.5,2,0,2022-05-04,0,2022,5,4,2
0,120,39.5,5,197.5,1,1,2022-05-04,0,2022,5,4,2
6,30,23.0,1,23.0,2,1,2022-05-05,0,2022,5,5,3
0,48,27.5,1,27.5,0,0,2022-05-05,0,2022,5,5,3
5,93,33.5,4,134.0,2,1,2022-05-05,0,2022,5,5,3
7,127,39.5,7,276.5,1,1,2022-05-05,1,2022,5,5,3
5,53,27.5,9,247.5,0,0,2022-05-05,0,2022,5,5,3
3,171,12.5,4,50.0,1,1,2022-05-05,0,2022,5,5,3
2,74,32.0,8,256.0,2,0,2022-05-05,0,2022,5,5,3
5,13,20.0,4,80.0,2,1,2022-05-05,0,2022,5,5,3
5,181,14.0,7,98.0,0,1,2022-05-05,0,2022,5,5,3
5,101,35.0,4,140.0,0,1,2022-05-06,0,2022,5,6,4
4,12,20.0,10,200.0,2,0,2022-05-06,0,2022,5,6,4
6,78,32.0,7,224.0,0,0,2022-05-06,0,2022,5,6,4
0,8,20.0,6,120.0,0,1,2022-05-06,1,2022,5,6,4
7,63,29.0,6,174.0,2,1,2022-05-06,0,2022,5,6,4
0,56,29.0,3,87.0,0,1,2022-05-06,1,2022,5,6,4
0,88,33.5,5,167.5,0,1,2022-05-06,1,2022,5,6,4
4,20,21.5,8,172.0,1,1,2022-05-06,1,2022,5,6,4
6,200,15.5,4,62.0,2,0,2022-05-07,1,2022,5,7,5
7,63,29.0,1,29.0,0,0,2022-05-07,1,2022,5,7,5
0,48,27.5,9,247.5,1,1,2022-05-07,0,2022,5,7,5
5,173,12.5,3,37.5,1,1,2022-05-07,0,2022,5,7,5
0,16,21.5,6,129.0,1,1,2022-05-08,1,2022,5,8,6
3,163,11.0,4,44.0,0,0,2022-05-08,1,2022,5,8,6
3,91,33.5,7,234.5,1,0,2022-05-08,0,2022,5,8,6
6,174,12.5,2,25.0,1,0,2022-05-08,0,2022,5,8,6
5,189,15.5,9,139.5,0,0,2022-05-08,0,2022,5,8,6
1,65,30.5,9,274.5,1,1,2022-05-08,1,2022,5,8,6
2,34,24.5,2,49.0,0,1,2022-05-09,1,2022,5,9,0
0,56,29.0,8,232.0,2,0,2022-05-09,1,2022,5,9,0
2,162,11.0,3,33.0,1,0,2022-05-09,0,2022,5,9,0
1,105,36.5,8,292.0,1,1,2022-05-09,1,2022,5,9,0
5,165,11.0,2,22.0,2,0,2022-05-09,0,2022,5,9,0
1,41,26.0,8,208.0,0,1,2022-05-09,1,2022,5,9,0
0,136,6.5,5,32.5,2,1,2022-05-09,0,2022,5,9,0
2,114,38.0,2,76.0,2,0,2022-05-09,0,2022,5,9,0
2,10,20.0,3,60.0,1,0,2022-05-09,0,2022,5,9,0
0,56,29.0,4,116.0,0,0,2022-05-09,0,2022,5,9,0
3,27,23.0,5,115.0,0,1,2022-05-09,0,2022,5,9,0
2,58,29.0,6,174.0,2,0,2022-05-09,1,2022,5,9,0
4,200,29.0,6,174.0,1,0,2022-05-10,0,2022,5,10,1
1,17,21.5,4,86.0,2,1,2022-05-10,1,2022,5,10,1
1,113,38.0,5,190.0,0,1,2022-05-10,0,2022,5,10,1
6,30,23.0,3,69.0,2,0,2022-05-10,0,2022,5,10,1
7,55,27.5,4,110.0,0,1,2022-05-10,1,2022,5,10,1
5,189,15.5,5,77.5,2,0,2022-05-10,0,2022,5,10,1
5,117,38.0,1,38.0,2,0,2022-05-10,1,2022,5,10,1
6,30,23.0,10,230.0,2,0,2022-05-10,1,2022,5,10,1
1,105,36.5,10,365.0,1,1,2022-05-10,1,2022,5,10,1
6,30,23.0,1,23.0,0,0,2022-05-10,0,2022,5,10,1
0,104,36.5,7,255.5,0,0,2022-05-10,0,2022,5,10,1
4,132,41.0,10,410.0,2,0,2022-05-11,0,2022,5,11,2
2,58,29.0,6,174.0,2,0,2022-05-11,1,2022,5,11,2
5,173,12.5,10,125.0,0,0,2022-05-11,1,2022,5,11,2
7,183,14.0,2,28.0,2,1,2022-05-11,0,2022,5,11,2
6,54,27.5,1,27.5,1,1,2022-05-11,0,2022,5,11,2
4,12,20.0,2,40.0,2,0,2022-05-11,0,2022,5,11,2
4,68,30.5,5,152.5,1,0,2022-05-11,0,2022,5,11,2
1,105,36.5,7,255.5,1,1,2022-05-11,1,2022,5,11,2
0,128,41.0,10,410.0,0,1,2022-05-11,0,2022,5,11,2
6,30,23.0,1,23.0,2,1,2022-05-12,1,2022,5,12,3
7,135,41.0,6,246.0,0,0,2022-05-12,1,2022,5,12,3
0,136,6.5,10,65.0,1,1,2022-05-12,0,2022,5,12,3
4,68,30.5,6,183.0,1,0,2022-05-12,0,2022,5,12,3
6,142,6.5,6,39.0,1,0,2022-05-12,0,2022,5,12,3
1,121,39.5,7,276.5,0,0,2022-05-12,0,2022,5,12,3
6,78,32.0,9,288.0,0,0,2022-05-12,0,2022,5,12,3
5,173,12.5,6,75.0,1,1,2022-05-13,0,2022,5,13,4
3,27,23.0,10,230.0,1,0,2022-05-13,0,2022,5,13,4
6,142,6.5,4,26.0,2,1,2022-05-13,0,2022,5,13,4
0,40,26.0,10,260.0,1,1,2022-05-13,0,2022,5,13,4
2,114,38.0,9,342.0,1,0,2022-05-13,0,2022,5,13,4
7,55,27.5,7,192.5,1,1,2022-05-13,0,2022,5,13,4
7,47,26.0,2,52.0,0,1,2022-05-13,0,2022,5,13,4
1,73,32.0,7,224.0,0,1,2022-05-13,1,2022,5,13,4
6,142,6.5,2,13.0,2,0,2022-05-14,0,2022,5,14,5
3,19,21.5,10,215.0,0,1,2022-05-14,1,2022,5,14,5
2,10,20.0,1,20.0,0,1,2022-05-14,0,2022,5,14,5
6,126,39.5,3,118.5,2,1,2022-05-14,1,2022,5,14,5
2,146,8.0,4,32.0,0,1,2022-05-14,1,2022,5,14,5
3,155,9.5,7,66.5,0,1,2022-05-14,1,2022,5,14,5
3,155,9.5,2,19.0,2,1,2022-05-14,0,2022,5,14,5
5,149,8.0,6,48.0,0,0,2022-05-14,0,2022,5,14,5
0,16,21.5,2,43.0,0,0,2022-05-14,0,2022,5,14,5
3,51,27.5,5,137.5,0,1,2022-05-14,1,2022,5,14,5
3,11,20.0,5,100.0,2,0,2022-05-14,0,2022,5,14,5
7,63,29.0,1,29.0,0,1,2022-05-14,0,2022,5,14,5
3,139,6.5,10,65.0,0,0,2022-05-14,0,2022,5,14,5
1,121,39.5,9,355.5,0,1,2022-05-15,0,2022,5,15,6
5,21,21.5,2,43.0,2,0,2022-05-15,0,2022,5,15,6
2,42,26.0,4,104.0,1,0,2022-05-15,1,2022,5,15,6
5,69,30.5,8,244.0,0,1,2022-05-15,1,2022,5,15,6
1,129,41.0,2,82.0,0,1,2022-05-15,1,2022,5,15,6
1,49,27.5,4,110.0,2,0,2022-05-15,0,2022,5,15,6
3,200,26.0,3,78.0,0,1,2022-05-15,1,2022,5,15,6
6,30,23.0,3,69.0,1,0,2022-05-15,1,2022,5,15,6
0,32,24.5,5,122.5,0,1,2022-05-15,1,2022,5,15,6
0,32,24.5,2,49.0,1,0,2022-05-15,1,2022,5,15,6
3,43,26.0,7,182.0,0,1,2022-05-15,0,2022,5,15,6
1,57,29.0,6,174.0,1,0,2022-05-16,0,2022,5,16,0
6,150,8.0,7,56.0,2,1,2022-05-16,0,2022,5,16,0
1,73,32.0,4,128.0,1,1,2022-05-16,0,2022,5,16,0
6,190,15.5,10,155.0,0,1,2022-05-16,1,2022,5,16,0
2,10,20.0,1,20.0,2,0,2022-05-16,0,2022,5,16,0
5,173,12.5,1,12.5,1,1,2022-05-16,0,2022,5,16,0
6,200,38.0,3,114.0,2,1,2022-05-16,0,2022,5,16,0
7,200,24.5,2,49.0,0,0,2022-05-16,0,2022,5,16,0
4,92,33.5,7,234.5,1,0,2022-05-16,1,2022,5,16,0
1,49,27.5,10,275.0,0,1,2022-05-17,1,2022,5,17,1
1,121,39.5,4,158.0,1,0,2022-05-17,0,2022,5,17,1
2,90,33.5,1,33.5,2,1,2022-05-17,0,2022,5,17,1
2,34,24.5,8,196.0,1,0,2022-05-17,0,2022,5,17,1
4,148,8.0,10,80.0,2,1,2022-05-17,0,2022,5,17,1
5,200,33.5,7,234.5,0,0,2022-05-17,0,2022,5,17,1
6,78,32.0,8,256.0,0,1,2022-05-17,0,2022,5,17,1
1,145,8.0,1,8.0,0,0,2022-05-17,1,2022,5,17,1
2,10,20.0,2,40.0,1,1,2022-05-17,0,2022,5,17,1
6,70,30.5,4,122.0,0,1,2022-05-17,1,2022,5,17,1
2,138,6.5,9,58.5,2,1,2022-05-18,0,2022,5,18,2
7,127,39.5,3,118.5,1,0,2022-05-18,0,2022,5,18,2
3,43,26.0,7,182.0,2,0,2022-05-18,0,2022,5,18,2
5,37,24.5,6,147.0,0,1,2022-05-18,0,2022,5,18,2
7,7,18.5,8,148.0,0,0,2022-05-18,0,2022,5,18,2
4,156,9.5,6,57.0,0,1,2022-05-18,1,2022,5,18,2
1,73,32.0,9,288.0,2,1,2022-05-18,1,2022,5,18,2
3,19,21.5,7,150.5,2,1,2022-05-18,0,2022,5,18,2
0,200,20.0,9,180.0,1,1,2022-05-19,0,2022,5,19,3
2,18,21.5,9,193.5,2,0,2022-05-19,1,2022,5,19,3
4,84,5.0,4,20.0,2,1,2022-05-19,1,2022,5,19,3
5,69,30.5,8,244.0,1,1,2022-05-19,0,2022,5,19,3
6,70,30.5,8,244.0,2,1,2022-05-19,1,2022,5,19,3
2,82,5.0,3,15.0,1,1,2022-05-19,1,2022,5,19,3
1,200,41.0,4,164.0,0,1,2022-05-19,0,2022,5,19,3
7,159,9.5,1,9.5,1,1,2022-05-19,0,2022,5,19,3
3,27,23.0,7,161.0,1,1,2022-05-19,1,2022,5,19,3
3,19,21.5,1,21.5,2,1,2022-05-19,0,2022,5,19,3
3,59,29.0,3,87.0,1,1,2022-05-19,0,2022,5,19,3
1,145,8.0,10,80.0,0,1,2022-05-19,0,2022,5,19,3
3,171,12.5,1,12.5,0,1,2022-05-19,1,2022,5,19,3
1,145,8.0,9,72.0,0,1,2022-05-19,0,2022,5,19,3
4,60,29.0,6,174.0,1,0,2022-05-20,1,2022,5,20,4
6,174,12.5,3,37.5,1,0,2022-05-20,0,2022,5,20,4
7,183,14.0,6,84.0,1,1,2022-05-20,1,2022,5,20,4
7,127,39.5,6,237.0,2,0,2022-05-20,0,2022,5,20,4
6,54,27.5,10,275.0,0,1,2022-05-21,1,2022,5,21,5
0,0,18.5,9,166.5,0,0,2022-05-21,0,2022,5,21,5
5,133,41.0,8,328.0,0,1,2022-05-21,0,2022,5,21,5
6,54,27.5,9,247.5,1,0,2022-05-21,1,2022,5,21,5
4,28,23.0,9,207.0,2,1,2022-05-21,0,2022,5,21,5
7,23,21.5,2,43.0,0,1,2022-05-21,0,2022,5,21,5
4,12,20.0,10,200.0,2,0,2022-05-21,1,2022,5,21,5
2,26,23.0,6,138.0,0,0,2022-05-21,0,2022,5,21,5
3,43,26.0,7,182.0,0,0,2022-05-21,0,2022,5,21,5
7,95,33.5,1,33.5,2,1,2022-05-21,0,2022,5,21,5
5,197,17.0,7,119.0,1,1,2022-05-21,1,2022,5,21,5
5,125,39.5,5,197.5,2,1,2022-05-22,0,2022,5,22,6
7,200,26.0,1,26.0,0,1,2022-05-22,0,2022,5,22,6
0,48,27.5,7,192.5,0,1,2022-05-22,0,2022,5,22,6
7,15,20.0,1,20.0,1,1,2022-05-22,0,2022,5,22,6
7,199,17.0,6,102.0,2,0,2022-05-22,0,2022,5,22,6
7,119,38.0,10,380.0,1,1,2022-05-22,0,2022,5,22,6
4,12,20.0,8,160.0,0,1,2022-05-22,0,2022,5,22,6
6,14,20.0,4,80.0,2,1,2022-05-22,0,2022,5,22,6
0,120,39.5,4,158.0,1,1,2022-05-22,0,2022,5,22,6
5,37,24.5,8,196.0,1,1,2022-05-22,1,2022,5,22,6
4,164,11.0,3,33.0,1,0,2022-05-22,1,2022,5,22,6
6,54,27.5,2,55.0,2,1,2022-05-22,0,2022,5,22,6
2,106,36.5,3,109.5,2,1,2022-05-22,1,2022,5,22,6
7,183,14.0,5,70.0,0,0,2022-05-22,0,2022,5,22,6
2,130,41.0,5,205.0,2,1,2022-05-22,1,2022,5,22,6
6,70,30.5,7,213.5,2,1,2022-05-22,1,2022,5,22,6
5,189,15.5,8,124.0,1,0,2022-05-22,0,2022,5,22,6
2,82,5.0,7,35.0,0,1,2022-05-22,1,2022,5,22,6
6,30,23.0,7,161.0,0,1,2022-05-22,0,2022,5,22,6
3,195,17.0,4,68.0,2,1,2022-05-23,1,2022,5,23,0
5,101,35.0,2,70.0,2,1,2022-05-23,0,2022,5,23,0
2,90,33.5,7,234.5,2,0,2022-05-23,0,2022,5,23,0
4,196,17.0,8,136.0,1,1,2022-05-23,0,2022,5,23,0
7,111,36.5,4,146.0,0,0,2022-05-23,0,2022,5,23,0
0,32,24.5,8,196.0,2,1,2022-05-23,0,2022,5,23,0
7,200,24.5,8,196.0,2,1,2022-05-24,1,2022,5,24,1
1,73,32.0,4,128.0,2,0,2022-05-24,1,2022,5,24,1
5,93,33.5,8,268.0,0,0,2022-05-24,1,2022,5,24,1
2,162,11.0,9,99.0,1,1,2022-05-24,1,2022,5,24,1
7,127,39.5,1,39.5,2,0,2022-05-24,0,2022,5,24,1
4,180,14.0,8,112.0,2,1,2022-05-24,1,2022,5,24,1
5,85,5.0,8,40.0,1,0,2022-05-24,1,2022,5,24,1
5,101,35.0,2,70.0,2,1,2022-05-25,1,2022,5,25,2
2,98,35.0,2,70.0,0,1,2022-05-25,0,2022,5,25,2
4,28,23.0,5,115.0,0,1,2022-05-25,0,2022,5,25,2
0,32,24.5,5,122.5,1,1,2022-05-25,1,2022,5,25,2
3,131,41.0,8,328.0,1,1,2022-05-25,1,2022,5,25,2
2,138,6.5,10,65.0,0,0,2022-05-25,1,2022,5,25,2
1,49,27.5,5,137.5,1,0,2022-05-26,0,2022,5,26,3
1,17,21.5,5,107.5,1,0,2022-05-26,0,2022,5,26,3
4,200,8.0,10,80.0,1,1,2022-05-26,0,2022,5,26,3
7,159,9.5,9,85.5,2,1,2022-05-26,0,2022,5,26,3
3,59,29.0,4,116.0,0,1,2022-05-26,0,2022,5,26,3
3,27,23.0,8,184.0,2,1,2022-05-26,0,2022,5,26,3
5,157,9.5,2,19.0,0,0,2022-05-26,0,2022,5,26,3
2,42,26.0,8,208.0,0,0,2022-05-26,0,2022,5,26,3
6,190,15.5,6,93.0,2,0,2022-05-26,1,2022,5,26,3
2,74,32.0,6,192.0,2,1,2022-05-26,0,2022,5,26,3
5,141,6.5,1,6.5,0,1,2022-05-27,1,2022,5,27,4
7,183,14.0,2,28.0,2,0,2022-05-27,0,2022,5,27,4
7,87,5.0,3,15.0,2,1,2022-05-27,0,2022,5,27,4
0,96,35.0,6,210.0,2,1,2022-05-27,0,2022,5,27,4
2,162,11.0,9,99.0,1,0,2022-05-27,0,2022,5,27,4
4,132,41.0,8,328.0,1,0,2022-05-27,1,2022,5,27,4
4,36,24.5,1,24.5,0,1,2022-05-27,0,2022,5,27,4
6,190,15.5,6,93.0,0,1,2022-05-27,0,2022,5,27,4
0,16,21.5,9,193.5,0,1,2022-05-27,1,2022,5,27,4
3,43,26.0,8,208.0,1,0,2022-05-27,0,2022,5,27,4
2,2,18.5,5,92.5,0,1,2022-05-27,0,2022,5,27,4
7,39,24.5,9,220.5,2,1,2022-05-28,0,2022,5,28,5
1,105,36.5,4,146.0,1,0,2022-05-28,1,2022,5,28,5
7,23,21.5,5,107.5,0,1,2022-05-28,0,2022,5,28,5
1,137,6.5,2,13.0,1,0,2022-05-28,1,2022,5,28,5
6,22,21.5,8,172.0,1,1,2022-05-28,0,2022,5,28,5
0,120,39.5,7,276.5,0,0,2022-05-28,1,2022,5,28,5
7,63,29.0,1,29.0,0,0,2022-05-28,0,2022,5,28,5
6,110,36.5,9,328.5,2,0,2022-05-28,0,2022,5,28,5
4,100,35.0,8,280.0,2,1,2022-05-28,1,2022,5,28,5
5,141,6.5,10,65.0,1,1,2022-05-29,0,2022,5,29,6
1,169,12.5,1,12.5,0,0,2022-05-29,1,2022,5,29,6
1,129,41.0,3,123.0,1,0,2022-05-29,0,2022,5,29,6
1,17,21.5,3,64.5,1,0,2022-05-29,0,2022,5,29,6
5,181,14.0,7,98.0,1,1,2022-05-29,1,2022,5,29,6
6,166,11.0,1,11.0,0,0,2022-05-29,0,2022,5,29,6
4,60,29.0,6,174.0,2,1,2022-05-29,0,2022,5,29,6
7,151,8.0,1,8.0,1,1,2022-05-29,0,2022,5,29,6
2,18,21.5,1,21.5,1,1,2022-05-29,1,2022,5,29,6
6,150,8.0,10,80.0,2,1,2022-05-29,0,2022,5,29,6
0,32,24.5,7,171.5,2,1,2022-05-30,0,2022,5,30,0
6,200,8.0,5,40.0,2,0,2022-05-30,0,2022,5,30,0
2,146,8.0,9,72.0,1,1,2022-05-30,0,2022,5,30,0
4,132,41.0,9,369.0,2,1,2022-05-30,0,2022,5,30,0
3,195,17.0,8,136.0,2,0,2022-05-30,0,2022,5,30,0
7,55,27.5,2,55.0,2,1,2022-05-30,1,2022,5,30,0
0,136,6.5,6,39.0,1,0,2022-05-30,0,2022,5,30,0
5,133,41.0,8,328.0,0,1,2022-05-30,0,2022,5,30,0
0,88,33.5,9,301.5,2,0,2022-05-30,0,2022,5,30,0
3,83,5.0,1,5.0,0,0,2022-05-30,0,2022,5,30,0
5,165,11.0,9,99.0,1,0,2022-05-30,0,2022,5,30,0
0,184,15.5,7,108.5,2,0,2022-05-30,1,2022,5,30,0
1,49,27.5,6,165.0,0,1,2022-05-30,0,2022,5,30,0
3,171,12.5,3,37.5,1,1,2022-05-30,0,2022,5,30,0
6,30,23.0,5,115.0,0,1,2022-05-30,0,2022,5,30,0
4,164,11.0,2,22.0,2,1,2022-05-30,0,2022,5,30,0
6,22,21.5,1,21.5,0,0,2022-05-30,0,2022,5,30,0
3,187,15.5,9,139.5,0,0,2022-05-30,0,2022,5,30,0
1,129,41.0,5,205.0,0,1,2022-05-30,0,2022,5,30,0
3,91,33.5,4,134.0,0,1,2022-05-30,1,2022,5,30,0
2,106,36.5,3,109.5,1,0,2022-05-30,0,2022,5,30,0
6,54,27.5,9,247.5,2,1,2022-05-30,1,2022,5,30,0
7,183,14.0,5,70.0,1,1,2022-05-30,0,2022,5,30,0
4,164,11.0,7,77.0,0,0,2022-05-30,0,2022,5,30,0
6,86,5.0,6,30.0,1,1,2022-05-30,1,2022,5,30,0
3,43,26.0,9,234.0,1,0,2022-05-30,0,2022,5,30,0
2,200,39.5,5,197.5,1,0,2022-05-31,0,2022,5,31,1
